,MolecularFormular,CAS No.,MolecularWeight,PhysicalForm,MeltingPoint,BoilingPoint,Density,RefractiveIndex,Solubility,SMILES
9512,C5H12N2,2213-43-6,100.162,,,147.0,0.92825,1.475020,,NN1CCCCC1
9519,C7H15NO,3040-44-6,129.200,,17.9,202.0,0.970325,1.474920,msc H2O; vs EtOH,OCCN1CCCCC1
9521,C7H15NO,622-26-4,129.200,syr,132.5,227.5,1.005915,1.490720,"vs H2O, eth, EtOH",OCCC1CC[NH2+]CC1
9523,C6H14N2,7144-05-0,114.188,,25,200.0,,1.490020,,NCC1CCNCC1
9591,C3H7NO,79-05-0,73.094,"rhom, pl (bz)",79.9(7),213.0,0.9262110,1.4180110,"vs H2O, EtOH, eth, chl",CCC(N)=O
9600,C7H12O4,628-66-0,160.168,,,209.5,1.07014,1.4192,vs H2O; s EtOH,CC(=O)OCCCOC(C)=O
9605,C3H8S2,109-80-8,108.226,liq,-79,172.9,1.077220,1.539220,"sl H2O, ctc; msc EtOH, eth, bz",SCCCS
9613,C3H11N3,21291-99-6,89.139,visc oil,,190.0,,,s H2O,
9625,C3H5FO,430-71-7,76.069,,,44.0,0.97215,1.32913,,CCC(F)=O
9635,C3H6S,870-23-5,74.145,,,65.0,0.92523,1.483220,"i H2O; msc EtOH, eth; s chl",SCC=C
9639,C3H4O,6004-44-0,56.063,col gas,-80,-23.0,,,vs eth,CCOC(=O)C(=CNc1cc(Cl)ccc1OC)C(=O)OCC
9640,C3H3ClO,814-68-6,90.508,,,75.5,1.113620,1.434320,vs chl,ClC(=O)C=C
9643,C10H10O2,4043-71-4,162.185,,6.8,253.0,1.122420,1.578220,"i H2O; msc EtOH, eth; vs ace; s chl",C/C=C/c1ccc2OCOc2c1
9645,C8H15N,538-90-9,125.212,,8,168.0,0.871615,,,
9656,C6H12O,1471-03-0,100.158,,,91.0,0.776420,1.391920,"vs ace, eth, EtOH",CCCOCC=C
9669,C10H14O,22144-60-1,150.217,,16,232.0,0.974020,1.513920,"vs eth, EtOH",CCCC(O)c1ccccc1
9672,C10H12O2,94-58-6,164.201,,,228.0,,,s ctc,CCCc1ccc2OCOc2c1
9674,C4H9NO2,627-12-3,103.120,pr,60,196.0,,,"vs ace, eth, EtOH",CCCOC(N)=O
9676,C7H13ClO2,62108-71-8,164.630,,,183.0,1.025220,,,CCCOC(=O)C(Cl)CC
9678,C6H11ClO2,62108-66-1,150.603,,,180.0,1.065620,1.429020,"vs eth, EtOH",CCCOC(=O)CCCl
9681,C12H14O2,74513-58-9,190.238,,,285.0,1.04330,,i H2O,
9683,C9H16O,94-65-5,140.222,,,197.0,0.92720,1.453820,"i H2O; s EtOH, ace; vs eth, bz",CCCC1CCCCC1=O
9687,C7H16O2,94023-15-1,132.201,liq,,152.0,0.87,,,C[C@H](CO)OC(C)(C)C
9690,C3H7N,75-55-8,57.095,,,67.0,0.81216,,,CC1CN1
9695,C10H12O3,607-90-9,180.200,,97,239.0,1.097920,1.516120,"s ctc, CS2",CCCOC(=O)c1ccccc1O
9701,C4H7NS,628-30-8,101.171,,,153.0,0.978116,1.508516,"sl H2O; msc EtOH, eth",CCCN=C=S
9712,C8H17N,458-88-8,127.228,liq,-1.0,166.5,0.844020,1.451222,"sl H2O, chl; msc EtOH; vs eth; s bz",CCC[C@H]1CCCCN1
9713,C8H17NO,140-55-6,143.227,hyg nd (eth),106,236.0,,,"vs H2O, eth, EtOH",CCC[C@H]1CC[C@H](O)CN1
9714,C6H13NO,3217-86-5,115.173,,154,215.0,0.898525,,"sl H2O, eth",CCCNC(=O)CC
9720,C12H28O4Si,682-01-9,264.434,,,226.0,0.915820,1.401220,"s ctc, CS2",CCCO[Si](OCCC)(OCCC)OCCC
9725,C5H7Cl3O2,13313-91-2,205.468,,,187.0,1.322120,1.450120,"vs eth, EtOH",CCCOC(=O)C(Cl)(Cl)Cl
9729,C3H2O,624-67-9,54.047,,,60.0,0.915220,1.403325,"msc H2O; s EtOH, eth, ace, bz, tol",O=CC#C
9731,C3H4,74-99-7,40.064,col gas,-103.0(5),-23.2,0.60725 (p>1 atm),1.3863-40,"sl H2O; vs EtOH; s bz, chl",CC#C
9747,C8H15NO,135-97-7,141.211,"orth cry (eth), orth bipym (peth-bz)",109,241.0,,,"vs H2O, EtOH; sl eth; s bz, chl",CN1C2CCC1CC(O)C2
9755,C5H6O,289-65-6,82.101,unstab oil,,80.0,,1.455920,"s EtOH, eth, bz",C1C=COC=C1
9756,C5H4O2,504-31-4,96.085,,8.5,207.5,1.20020,1.527025,msc H2O; vs ace,O=C1OC=CC=C1
9757,C5H4O2,108-97-4,96.085,,32.5,212.5,1.19025,1.5238,"vs H2O, chl, eth; s EtOH, bz; sl CS2",O=C1C=COC=C1
9772,C4H4N2,289-80-5,80.088,liq,-8,208.0,1.103523,1.521820,"msc H2O, EtOH; vs eth, ace, bz; i peth",c1ccnnc1
9774,C5H6N2,462-08-8,94.115,lf (bz-lig),64.5(3),252.0,,,"s H2O, EtOH, eth; sl lig",Nc1cccnc1
9775,C5H6N2,504-24-5,94.115,nd (bz),159.0(5),273.0,,,"s H2O, eth, bz; vs EtOH; sl lig",Nc1ccncc1
9777,C6H4N2,100-70-9,104.109,nd or pr (eth),29(2),224.5,1.081025,1.524225,"s H2O, chl; vs EtOH, eth, bz; sl ctc",N#Cc1ccccn1
9779,C6H4N2,100-48-1,104.109,nd(lig-eth),79(1),186.0,,,"s H2O, EtOH, eth, bz, chl; sl lig",N#Cc1ccncc1
9797,C5H7N3,141-86-6,109.130,,122(1),285.0,,,"sl H2O, ace",Nc1cccc(N)n1
9807,C7H10N2,2706-56-1,122.167,,,213.0,1.022025,1.533525,,NCCc1ccccn1
9810,C5H6ClN,628-13-7,115.562,hyg pl or sc (al),144(1),222.0,,,"vs H2O, EtOH, chl",[Cl-].c1cc[nH+]cc1
9811,C6H8N2,3731-51-9,108.141,,,203.0,1.052525,1.543125,vs H2O,NCc1ccccn1
9812,C6H8N2,3731-52-0,108.141,liq,-21.1,226.0,1.06420,1.55220,"vs H2O, eth, EtOH",NCc1cccnc1
9813,C6H8N2,3731-53-1,108.141,liq,-7.6,230.0,1.07220,1.549525,vs H2O,NCc1ccncc1
9815,C6H7NO,100-55-0,109.126,liq,-6.5,266.0,1.13120,1.545520,"vs H2O, eth",OCc1cccnc1
9818,C8H11NO,2859-68-9,137.179,,34,260.2,1.06025,1.529820,vs H2O,OCCCc1ccccn1
9819,C8H11NO,2859-67-8,137.179,,,284.0,1.06325,1.531320,vs H2O,OCCCc1cccnc1
9827,C5H5NO,142-08-5,95.100,nd (bz),106(3),280.0,1.391020,,"s H2O, EtOH, bz, chl; sl eth, DMSO",O=C1NC=CC=C1
9834,C10H9N3,1202-34-2,171.198,,90.5,307.5,,,"sl H2O, chl; vs EtOH, eth, ace, bz",N(c1ccccn1)c2ccccn2
9845,C4H4N2,289-95-2,80.088,,22,123.8,1.079225,1.499820,msc H2O; s EtOH,c1cncnc1
9857,C5H5NO,1003-29-8,95.100,orth pr (peth),46.5,218.0,,1.593916,"sl chl, lig",O=Cc1[nH]ccc1
9862,C6H14N2,7154-73-6,114.188,,,166.0,0.90125,1.468720,,NCCN1CCCC1
9863,C6H13NO,2955-88-6,115.173,,,187.0,0.975020,1.471320,,OCCN1CCCC1
9865,C9H12N2,494-97-3,148.204,hyg,,270.0,1.073719,1.537818,"vs H2O, ace, eth, EtOH",C1CNC(C1)c2cccnc2
9867,C6H7NO,1072-83-9,109.126,mcl nd (w),89.8(4),220.0,,,"s H2O, EtOH, eth",CC(=O)c1[nH]ccc1
9870,C3H3NO,631-57-2,69.062,,,92.3,0.974520,1.376420,"s eth, ace, CH3CN",CC(=O)C#N
9892,C9H8N2,611-34-7,144.173,ye nd (al) lf (eth),106.0(2),310.0,,,"sl H2O; vs EtOH, eth; s bz; i lig",Nc1cccc2ncccc12
9904,C9H7NO,580-16-5,145.158,"pr (al, eth)",195,360.0,,,"i H2O, bz, chl; sl EtOH, eth; s alk",Oc1ccc2ncccc2c1
9906,C9H7NO,148-24-3,145.158,nd (dil al),74(2),267.0,1.03420,,"i H2O, eth; vs EtOH, bz, chl; s ace",Oc1cccc2cccnc12
9976,C15H24O,115-71-9,220.351,,,301.5,0.967920,1.502320,i H2O; s EtOH,CC(/CO)=C/CCC1(C)C2CC3C(C2)C13C
9989,C8H13NO2,487-27-4,155.195,"hyg nd (lig, eth, chl, peth)",108.5,248.0,1.0891134,,s H2O,CN1C2CC3CC1C(O3)[C@H]2O
10059,C15H26N2,90-39-1,234.380,,30.5,325.0,1.019620,1.531220,"vs eth, EtOH, chl",C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1
10061,C24H32O4S,52-01-7,416.574,,,134.0,,,,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13
10072,C30H50,111-02-4,410.718,oil,-4.8,421.3,0.858420,1.499020,"i H2O; sl EtOH; s eth, ace, ctc",CC(C)=CCC\C(C)=C\CC\C(C)=C\CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
10075,C18H36O,638-66-4,268.478,nd (peth),,261.0,,,,CCCCCCCCCCCCCCCCCC=O
10085,C14H12,103-30-0,180.245,cry (al),124.82(2),307.0,0.970720,1.626417,"i H2O; sl EtOH, chl; vs eth, bz",c1ccc(cc1)\C=C\c2ccccc2
10096,C4H4O3,108-30-5,100.073,"nd (al), orth pym (chl)",119.5(7),261.0,1.220,,"i H2O; s EtOH, chl; sl eth",O=C1CCC(=O)O1
10098,C4H4N2,110-61-2,80.088,,57.985(1),266.0,0.986760,1.417360,"vs H2O; s EtOH, ace, bz, chl; sl eth",N#CCCC#N
10127,C6H5NOS,1122-83-4,139.175,,,200.0,1.23625,1.627020,,O=[S]=Nc1ccccc1
10137,CClNO3S,1189-71-5,141.534,liq,-44,107.0,1.62625,1.446720,,Cl[S](=O)(=O)N=C=O
10146,C5H11N2O2P,77-81-6,162.127,liq,-50,240.0,1.077,1.425020,msc H2O,CCO[P](=O)(C#N)N(C)C
10174,C18H14,92-94-4,230.304,,213.8(7),376.0,1.2825,,"i H2O; sl EtOH; s eth, bz, CS2",c1ccc(cc1)c2ccc(cc2)c3ccccc3
10180,C15H11N3,1148-79-4,233.268,,88.0,370.0,,,,c1ccc(nc1)c2cccc(n2)c3ccccn3
10189,C2Br4,79-28-7,343.637,"pl (dil al), nd (al)",56.5,226.0,,,"i H2O; s EtOH, eth, ace; vs chl",BrC(Br)=C(Br)Br
10192,CBr4,558-13-4,331.627,mcl tab (dil al),90(2),189.5,2.9608100,1.5942100,"i H2O; s EtOH, eth, chl; vs CS2",BrC(Br)(Br)Br
10207,C16H36O4Ti,5593-70-4,340.322,,,292.4,,,,[Ti+4].CCCC[O-].CCCC[O-].CCCC[O-].CCCC[O-]
10226,C7H6Cl4O2,2207-27-4,263.934,,,109.0,1.50125,1.528220,,COC1(OC)C(=C(Cl)C(=C1Cl)Cl)Cl
10229,C2H6Cl4Si2,4518-98-3,228.052,,,154.0,,,,C[Si](Cl)(Cl)[Si](C)(Cl)Cl
10233,C2HCl4F,354-11-0,185.839,liq,-95.3,117.1,,,,FC(Cl)C(Cl)(Cl)Cl
10234,C2HCl4F,354-14-3,185.839,liq,-82.6,116.7,1.549717,1.439020,,FC(Cl)(Cl)C(Cl)Cl
10240,C6HCl4NO2,117-18-0,260.890,,100.4(5),304.0,1.74425,,"i H2O; s EtOH, bz, chl",[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl
10250,C3H2Cl4,10436-39-2,179.860,liq,,167.2,1.5520,,,ClCC(Cl)=C(Cl)Cl
10251,C5HCl4N,2402-79-1,216.881,cry (aq al),90.0(5),250.5,,,"vs eth, EtOH, peth",Clc1cc(Cl)c(Cl)nc1Cl
10255,C4Cl4S,6012-97-1,221.920,nd (dil al),30.5,233.4,1.703630,1.591530,i H2O; vs EtOH; msc eth,Clc1sc(Cl)c(Cl)c1Cl
10257,C40H82,4181-95-7,563.079,,81.4(2),522.0,0.817125,1.457225,,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
10258,C24H72O10Si11,107-53-9,829.764,,,322.8,0.924725,1.399420,vs bz,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
10263,C6N4,670-54-2,128.091,,198.8(3),223.0,1.34825,1.56025,"sl eth, bz, ctc, chl; s ace",N#CC(C#N)=C(C#N)C#N
10290,C9H20O4,78-09-1,192.253,,,159.5,0.918620,1.390525,"msc EtOH, eth; s ctc",CCOC(OCC)(OCC)OCC
10301,C26H52O6,106-07-0,460.687,,40,328.0,1.128515,1.459320,,CCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCO
10302,C8H23N5,112-57-2,189.303,,,341.5,,1.504220,s H2O,NCCNCCNCCNCCN
10303,C10H24N2,150-77-6,172.311,,,192.0,0.80825,1.434320,,CC[NH+](CC)CC[NH+](CC)CC
10304,C8H20Ge,597-63-7,188.89,,,164.5,0.991423,,,CC[Ge](CC)(CC)CC
10310,C8H20Sn,597-64-8,234.955,liq,-131.2(3),181.0,1.18725,1.473020,,CC[Sn](CC)(CC)CC
10316,C4F4O3,699-30-9,172.035,,,54.5,1.620920,1.324020,,FC1(F)C(=O)OC(=O)C1(F)F
10317,C2F4N2O4,356-16-1,192.026,liq,-41.5,58.5,1.602425,1.326525,i H2O; s ace,[O-][N+](=O)C(F)(F)C(F)(F)[N+]([O-])=O
10327,C12H13N,942-01-8,171.238,lf (dil al),120,327.5,,,"i H2O; s EtOH; vs eth, bz, MeOH",C1CCc2c(C1)[nH]c3ccccc23
10331,C6H12O3,696-59-3,132.157,,,145.7,1.0225,1.418020,,COC1CCC(OC)O1
10333,C12H16,21564-91-0,160.255,,,239.0,0.94120,1.52620,,CC1CCCc2c(C)cccc12
10339,C5H11NO,4795-29-3,101.147,,,153.0,0.975220,1.455120,"vs H2O, eth, EtOH",NCC1CCCO1
10340,C4H8O2,453-20-3,88.106,,,181.0,1.0925,1.450020,,OC1CCOC1
10341,C7H12O3,637-64-9,144.168,,,193.0,1.062420,1.435025,"vs H2O, eth, EtOH, chl",CC(=O)OCC1CCCO1
10344,C9H14O3,2455-24-5,170.205,,,265.0,1.04025,1.455425,,CC(=C)C(=O)OCC1CCCO1
10345,C8H14O3,637-65-0,158.195,,,205.5,1.04420,,"vs eth, EtOH, chl",CCC(=O)OCC1CCCO1
10349,C9H11N,91-21-4,133.190,,<-15,232.5,1.064224,1.566820,"i H2O; s EtOH, bz, acid, xyl",C1Cc2ccccc2CN1
10352,C10H13NO,120-15-0,163.216,"pr (peth, al) orth pym (w)",42.5,284.0,,1.571820,s chl,COc1ccc2NCCCc2c1
10355,C11H14,1680-51-9,146.229,liq,-40,229.0,0.953720,1.535720,,Cc1ccc2CCCCc2c1
10360,C10H12O,529-33-9,148.201,,34.5,255.0,1.099620,1.563820,,OC1CCCc2ccccc12
10361,C10H12O,529-35-1,148.201,,68(3),266.0,1.055675,,,Oc1cccc2CCCCc12
10363,C10H12O,1125-78-6,148.201,,59(3),275.5,1.055265,,,Oc1ccc2CCCCc2c1
10368,C8H15N,1604-01-9,125.212,,,174.0,0.875315,1.466116,,CCCC1=NCCCC1
10373,C5H8O2,29943-42-8,100.117,,,166.5,1.08425,1.452020,,O=C1CCOCC1
10379,C8H10N2,3476-89-9,134.178,"lf (w, eth, peth)",99,289.0,,,"s H2O, chl; vs EtOH, eth, bz; sl peth",C1CNc2ccccc2N1
10382,C13H18,475-03-6,174.282,,,240.0,0.930320,1.525720,"s EtOH, eth, bz, chl",Cc1ccc2c(CCCC2(C)C)c1
10395,C12H28O4Ti,546-68-9,284.215,,,227.5,0.971120,,"dec H2O; s EtOH, eth, bz, chl",[Ti+4].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-]
10401,C7H16O4,102-52-3,164.200,,,183.0,0.99725,1.408120,,COC(CC(OC)OC)OC
10407,C10H15N,769-06-2,149.233,liq,-36,196.0,0.914720,,,CN(C)c1c(C)cccc1C
10411,C10H16N2,704-01-8,164.247,,8.9,215.5,0.956020,,,CN(C)c1ccccc1N(C)C
10412,C10H16N2,100-22-1,164.247,lf (dil al or lig),51,260.0,,,"sl H2O; vs EtOH, eth, bz, chl",CN(C)c1ccc(cc1)N(C)C
10420,C8H20N2,111-51-3,144.258,,,168.0,0.794215,1.462125,"msc H2O; s EtOH, eth",C[NH+](C)CCCC[NH+](C)C
10421,C14H22O,140-66-9,206.324,,85.0(2),279.0,,,,CC(C)(C)CC(C)(C)c1ccc(O)cc1
10427,C4H16O4Si4,2370-88-9,240.510,liq,-65,134.5,0.991220,1.387020,i H2O,C[Si]1O[Si](C)O[Si](C)O[Si](C)O1
10430,C4H12As2,471-35-2,209.981,liq,-6,165.0,1.44715,,"vs eth, EtOH",C[As](C)[As](C)C
10431,C16H22OSi2,56-33-7,286.516,liq,-80,292.0,0.976320,1.517620,s ctc,C[Si](C)(O[Si](C)(C)c1ccccc1)c2ccccc2
10432,C4H14OSi2,3277-26-7,134.324,,,71.0,0.75620,1.370020,,C[Si](C)O[Si](C)C
10444,C10H24N2,111-18-2,172.311,,,209.5,0.80625,1.435920,,CN(C)CCCCCCN(C)C
10445,C4H12Pb,75-74-1,267.3,liq,-30.2(2),110.0,1.99520,,,C[Pb](C)(C)C
10447,C6H12O,5076-20-0,100.158,,,90.4,0.815616,1.398416,s H2O,CC1(C)OC1(C)C
10458,C9H20N2,36768-62-4,156.268,,17,188.5,0.91225,1.470620,,CC1(C)CC([NH3+])CC(C)(C)[NH2+]1
10460,C9H17NO,826-36-8,155.237,orth pl (eth-w) nd (eth),35.5(5),205.0,,,"s H2O, EtOH, eth; sl chl",[H+].[Cl-].CC1(C)CC(=O)CC(C)(C)N1
10461,C7H18N2,110-95-2,130.231,,,144.0,0.783718,,"msc H2O, EtOH, eth",C[NH+](C)CCC[NH+](C)C
10468,C5H12N2S,2782-91-4,132.227,,77.3(4),245.0,,,"s H2O, EtOH, chl; sl eth",CN(C)C(=S)N(C)C
10475,C26H22,632-50-8,334.453,"cry (bz), orth nd (chl)",211(2),360.0,,,"sl EtOH; s bz, HOAc",c1ccc(cc1)C(C(c2ccccc2)c3ccccc3)c4ccccc4
10478,C26H20,632-51-9,332.437,mcl or orth (bz-eth or chl-al),224.9(3),420.0,1.1550,,"i H2O; sl EtOH, chl, eth; vs bz",c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)c4ccccc4
10480,C25H20,630-76-2,320.427,"orth nd (bz, sub)",281.4(4),431.0,,,"i H2O, EtOH, eth, lig, HOAc; s bz, tol",c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4
10484,C24H20Sn,595-90-4,427.126,,227(2),420.0,,,sl chl,c1ccc(cc1)[Sn](c2ccccc2)(c3ccccc3)c4ccccc4
10487,C12H28Sn,2176-98-9,291.060,liq,-109.1,228.0,1.106520,1.474520,,CCC[Sn](CCC)(CCC)CCC
10493,C8H12Si,1112-55-6,136.267,,,130.2,0.799920,1.462520,,C=C[Si](C=C)(C=C)C=C
10494,C12H24O4Si4,2554-06-5,344.659,liq,-43.5,224.0,0.987520,,"s ctc, CS2",C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C
10511,C2H2N2S,288-39-1,86.115,liq,-50.1,94.0,1.26825,1.515025,,s1nccn1
10512,C2H2N2S,289-06-5,86.115,cry (sub),42.5,204.0,,,,s1cnnc1
10521,C3H7NS,504-78-9,89.160,,,164.5,1.13125,1.55120,"msc H2O; s EtOH, ctc; vs eth, ace",C1CSC[NH2+]1
10532,C6H12S3,2765-04-0,180.354,α-mcl pl; β-nd (ace),101,246.5,,,"i H2O; s EtOH, eth, ace; vs bz, chl",CC1SC(C)SC(C)S1
10534,C2H4OS,507-09-5,76.117,ye fuming liq,<-17,93.0,1.06420,1.464820,"s H2O, chl; vs EtOH, ace; msc eth",CC(S)=O
10537,C4H12N2S,871-76-1,120.216,ye cry,,232.0,,,,NCCSCCN
10539,C8H14O2S2,62-46-4,206.326,ye nd,61,162.0,,,i H2O,OC(=O)CCCCC1CCSS1
10551,C4H9NS,123-90-0,103.186,,,175.0,1.088220,1.538620,"vs H2O, ace, eth, EtOH",[H+].[Cl-].C1CSCCN1
10552,C8H13N2O3PS,297-97-2,248.239,liq,-0.9,80.0,,,,CCO[P](=S)(OCC)Oc1cnccn1
10558,C5H3NS,1641-09-4,109.150,oil,,204.0,,,,N#Cc1cscc1
10559,C5H3ClOS,5271-67-0,146.595,,,280.0,,,,ClC(=O)c1sccc1
10566,C5H6OS,636-72-6,114.166,,,207.0,1.205316,1.528020,"s EtOH, ace",OCc1sccc1
10574,C13H10S,261-31-4,198.283,nd (al-chl),128.5,341.0,,,s chl,C1c2ccccc2Sc3ccccc13
10575,C13H8OS,492-22-8,212.267,ye nd (chl),214.7(2),373.0,,,"i H2O, peth; sl EtOH; s bz, chl, CS2",O=C1c2ccccc2Sc3ccccc13
10607,C9H6N2O2,584-84-9,174.156,,20.5,251.0,1.224420,,"vs ace, bz, eth",Cc1ccc(cc1N=C=O)N=C=O
10632,C3H3N3,290-38-0,81.076,pa ye oil,16.5,157.0,,1.514925,,c1cnncn1
10640,C2H3N3,288-36-8,69.065,hyg cry,23,204.0,1.186125,1.485425,"s H2O; s eth, ace; i lig",[nH]1nccn1
10644,C21H21N,620-40-6,287.399,"pl (eth), mcl (al)",92.2(5),385.0,0.991295,,"sl H2O, EtOH; s eth, ctc",C(N(Cc1ccccc1)Cc2ccccc2)c3ccccc3
10648,C6H4Br3N,147-82-0,329.815,"nd (al, bz)",121(2),300.0,2.3520,,"i H2O; sl EtOH; s eth, chl",Nc1c(Br)cc(Br)cc1Br
10649,C6H3Br3,615-54-3,314.800,,44.5,275.0,,,"i H2O; s EtOH; vs eth, ace; sl bz",Brc1ccc(Br)c(Br)c1
10652,C4H7Br3,3675-69-2,294.811,,,213.8,2.169220,1.56820,"vs eth, EtOH, chl",CCC(Br)(Br)CBr
10656,CBr3Cl,594-15-0,287.176,lf (eth),55,158.5,2.7115,,vs eth,ClC(Br)(Br)Br
10657,C2H3Br3,78-74-0,266.757,liq,-29.2(2),188.93,2.621020,1.593320,"i H2O; s EtOH, eth, bz, ctc",BrCC(Br)Br
10659,C2HBr3,598-16-3,264.741,,,164.0,2.70820,1.604516,"sl H2O; vs EtOH; s eth, ace, chl",BrC=C(Br)Br
10660,CBr3F,353-54-8,270.721,liq,-73.6,108.0,,,i H2O; s EtOH,FC(Br)(Br)Br
10662,C7H5Br3O,607-99-8,344.826,nd (al),88,298.0,2.49125,,"sl H2O, EtOH; vs ace, bz; s ctc",COc1c(Br)cc(Br)cc1Br
10667,C6H3Br3O,118-79-6,330.799,"nd (al), pr (bz)",95(2),286.0,2.5520,,"i H2O; vs EtOH; s eth, bz, HOAc, chl",Oc1c(Br)cc(Br)cc1Br
10669,C3H5Br3,14476-30-3,280.784,,,190.5,2.298420,1.567020,"vs eth, EtOH, chl",CC(Br)(Br)CBr
10671,C4HBr3S,3141-24-0,320.828,nd (al),29,260.0,,,s chl,Brc1sc(Br)c(Br)c1
10680,C12H27O4P,126-73-8,266.313,,,289.0,0.972725,1.422425,"s H2O, eth, bz, CS2; msc EtOH",CCCCO[P](=O)(OCCCC)OCCCC
10681,C12H27P,998-40-3,202.316,,,240.0,0.81225,1.461920,,CCCCP(CCCC)CCCC
10684,C12H28Si,998-41-4,200.436,,,221.0,0.779420,1.438020,,CCCC[Si](CCCC)CCCC
10686,C15H26O6,60-01-5,302.363,liq,-75,307.5,1.035020,1.435920,"i H2O; s EtOH, ace, bz; sl ctc; vs eth",CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC
10690,C2H2Cl3NO,594-65-0,162.402,,142,240.0,,,"sl H2O; vs EtOH, eth",NC(=O)C(Cl)(Cl)Cl
10693,C2Cl3N,545-06-2,144.387,liq,-42,85.7,1.440325,1.440920,i H2O,ClC(Cl)(Cl)C#N
10695,C6H4Cl3N,634-67-3,196.462,nd (lig),73,292.0,,,vs EtOH,Nc1ccc(Cl)c(Cl)c1Cl
10696,C6H4Cl3N,636-30-6,196.462,nd (lig),96.5,270.0,,,"s EtOH, eth; vs CS2; sl lig",Nc1cc(Cl)c(Cl)cc1Cl
10697,C6H4Cl3N,634-93-5,196.462,"cry (al), nd (lig or peth)",78.5,262.0,,,"i H2O; s EtOH, eth, chl; vs CS2",Nc1c(Cl)cc(Cl)cc1Cl
10707,C14H9Cl5,50-29-3,354.486,nd (al),109(2),260.0,,,"i H2O; sl EtOH; vs eth, ace, bz, py",Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl
10712,C7H4Cl4,3955-26-8,229.919,,,273.0,1.54720,,"vs ace, eth, EtOH",ClCc1cc(Cl)c(Cl)cc1Cl
10713,CH2Cl4Si,1558-25-4,183.925,,,118.0,1.465020,1.455520,,ClC[Si](Cl)(Cl)Cl
10714,C6H4Cl4Si,825-94-5,245.994,,,233.0,1.406220,1.541820,,Clc1ccc(cc1)[Si](Cl)(Cl)Cl
10716,CHCl5Si,1558-24-3,218.370,,,145.0,1.551820,1.471420,,ClC(Cl)[Si](Cl)(Cl)Cl
10728,C4H7Cl3O2,515-83-3,193.457,,56.5,115.5,1.39540,,"s H2O, EtOH, eth",CCOC(O)C(Cl)(Cl)Cl
10733,C2H2Cl3F,2366-36-1,151.394,liq,,86.5,,,,FCC(Cl)(Cl)Cl
10734,C2H2Cl3F,811-95-0,151.394,,-104.7,88.0,1.49220,,,FC(Cl)(Cl)CCl
10735,C2H2Cl3F,359-28-4,151.394,,,102.4,1.539320,1.439020,i H2O,FC(Cl)C(Cl)Cl
10738,C6H13Cl3Si,928-65-4,219.612,,,190.0,1.110020,,dec H2O,CCCCCC[Si](Cl)(Cl)Cl
10741,C4H9Cl3Si,18169-57-8,191.559,,,143.3,1.15420,,dec H2O,CC(C)C[Si](Cl)(Cl)Cl
10743,CCl4S,594-42-3,185.888,ye oil,,149.0,1.694720,1.548420,s eth,ClSC(Cl)(Cl)Cl
10744,CCl4O2S,2547-61-7,217.887,cry (al-w),140.5,170.0,,,"i H2O; s EtOH, eth, CS2",ClC(Cl)(Cl)[S](Cl)(=O)=O
10747,C7H5Cl3O,6130-75-2,211.473,nd (dil al),77.5,254.0,,,"vs EtOH, ace",COc1cc(Cl)c(Cl)cc1Cl
10748,C7H5Cl3O,87-40-1,211.473,mcl nd (al),61.5,241.0,1.64025,,"s EtOH, bz, chl; vs ace",COc1c(Cl)cc(Cl)cc1Cl
10751,C7H5Cl3,98-07-7,195.474,liq,-17.0(6),221.0,1.372320,1.558020,"i H2O; s EtOH, eth, bz",ClC(Cl)(Cl)c1ccccc1
10752,C3H3Cl3O,3083-23-6,161.414,,,149.0,1.49520,1.473725,vs eth; s chl,ClC(Cl)(Cl)C1CO1
10755,C7H5Cl3O,551-76-8,211.473,"nd or pl (w, peth)",46,265.0,,,"i H2O; vs EtOH, MeOH, chl",Cc1c(Cl)cc(Cl)c(O)c1Cl
10759,C6H2Cl3NO2,89-69-0,226.445,"pr (al), nd (al)",57.5,288.0,1.79023,,"i H2O; sl EtOH; s eth, bz, chl, CS2",[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl
10763,C8H17Cl3Si,5283-66-9,247.666,,,232.0,,1.448020,"dec H2O, EtOH; s ctc",CCCCCCCC[Si](Cl)(Cl)Cl
